Incidence of Digital Competences in the Completion Rates of MOOCs: Case Study on Energy Sustainability Courses,https://ieeexplore.ieee.org/document/9003538/
Tiered Assignments in Lab Programming Sessions: Exploring Objective Effects on Students’ Motivation and Performance,https://ieeexplore.ieee.org/document/8967142/
"Guest Editorial Special Issue on Project-Based, Senior Design, and Capstone Courses in Engineering Education",https://ieeexplore.ieee.org/document/9086710/
Transitioning From Face-to-Face to Blended and Full Online Learning Engineering Master’s Program,https://ieeexplore.ieee.org/document/8759079/
Teaching a Standalone Optics and Lasers Course Using Project-Based Learning,https://ieeexplore.ieee.org/document/9036081/
Model-Based Systems Thinking: Assessing Engineering Student Teams,https://ieeexplore.ieee.org/document/8895791/
Utilizing Portable Learning Technologies to Improve Student Engagement and Retention,https://ieeexplore.ieee.org/document/8851404/
A Transactive Memory System Perspective in Software Engineering Education,https://ieeexplore.ieee.org/document/9007353/
BLDC Motor-Driven Fluid Pumping System Design: An Extrapolated Active Learning Case Study for Electrical Machines Classes,https://ieeexplore.ieee.org/document/8989979/
Supporting Self-Directed Learning in a Project-Based Embedded Systems Design Course,https://ieeexplore.ieee.org/document/9046768/
A Scalable Operating System Experiment Platform Supporting Learning Behavior Analysis,https://ieeexplore.ieee.org/document/9027831/
Improving Teaching–Learning Process in MIL-STD-1553B Bus Classes Using a New Hybrid Web-Lab Methodology,https://ieeexplore.ieee.org/document/9072314/
Modeling and Analysis of Inductive “Kickback” in Low Voltage Circuits,https://ieeexplore.ieee.org/document/8782154/
An Educational Laboratory Approach for Hybrid Project-Based Learning of Synchronous Machine Stability and Control: A Case Study,https://ieeexplore.ieee.org/document/8948338/
Editorial Transactions on Education in the New Decade,https://ieeexplore.ieee.org/document/8979228/
A Flipped Classroom Approach to Teaching Empirical Software Engineering,https://ieeexplore.ieee.org/document/8960400/
JolasMATIKA: An Experience for Teaching and Learning Computing Topics From University to Primary Education,https://ieeexplore.ieee.org/document/8915746/
As Necessary as the Cleaning Crew: Experiences of Respect and Inclusion Among Full-Time Non-Tenure-Track Electrical Engineering Faculty at Research-Intensive Institutions,https://ieeexplore.ieee.org/document/9046778/
Toward an Improvement of Engineering Teaming Skills Through an In-House Professionalism Course,https://ieeexplore.ieee.org/document/9049405/
Predicting Student Performance in an Educational Game Using a Hidden Markov Model,https://ieeexplore.ieee.org/document/9084102/
Engineering Education for Sustainable Development: The European Project Semester Approach,https://ieeexplore.ieee.org/document/8764594/
Effects of Applying the Havruta Method in Class: A Study on Targeting Learner Variables in the “General Physics and Experiments 2” Class,https://ieeexplore.ieee.org/document/9107444/
Teaching Battery Basics in Laboratories: Hands-On Versus Simulated Experiments,https://ieeexplore.ieee.org/document/9027123/
Blending Inverted Lectures and Laboratory Experiments to Improve Learning in an Introductory Course in Digital Systems,https://ieeexplore.ieee.org/document/8941026/
Nonparametric Analysis of the Effect of Knowledge Integration Activities on Third-Year Undergraduate Performance,https://ieeexplore.ieee.org/document/9103977/
Idea Generation Practices in a Biomedical Engineering Capstone Course,https://ieeexplore.ieee.org/document/8720259/
Assessing the Effectiveness of Using Fab Lab-Based Learning in Schools on K–12 Students’ Attitude Toward STEAM,https://ieeexplore.ieee.org/document/8952636/
Using Continuous Peer Evaluation in Team-Based Engineering Capstone Projects: A Case Study,https://ieeexplore.ieee.org/document/9007387/
A Design-Oriented Engineering Course Involving Interactions With Stakeholders,https://ieeexplore.ieee.org/document/9069936/
Use of a Cornerstone Project to Teach Ill-Structured Software Design in First Year,https://ieeexplore.ieee.org/document/8957041/
Grounding Concepts and Methods of Real-Time Scheduling in Reality Using Arduino,https://ieeexplore.ieee.org/document/9031740/
Implementing a Design Thinking Project in a Biomedical Instrumentation Course,https://ieeexplore.ieee.org/document/9031690/
The Effect of Internships on Computer Science Engineering Capstone Projects,https://ieeexplore.ieee.org/document/8782630/
OpenCV Basics: A Mobile Application to Support the Teaching of Computer Vision Concepts,https://ieeexplore.ieee.org/document/9103956/
Lecture-Free Classroom: Fully Active Learning on Moodle,https://ieeexplore.ieee.org/document/9098921/
Comparison of the Effectiveness of Online Homework With Handwritten Homework in Electrical and Computer Engineering Classes,https://ieeexplore.ieee.org/document/9007035/
The Influence of Entrepreneurial Mindsets on Student Design Problem Framing,https://ieeexplore.ieee.org/document/8731959/
The Effectiveness of a Systems Engineering Course in Developing Systems Thinking,https://ieeexplore.ieee.org/document/8760534/
Remote Control of a Robotic Unit: A Case Study for Control Engineering Formation,https://ieeexplore.ieee.org/document/9032350/
Measuring the Programming Self-Efficacy of Electrical and Electronics Engineering Students,https://ieeexplore.ieee.org/document/9031745/
