Teaching Business Management to Engineers: The Impact of Interactive Lectures,https://ieeexplore.ieee.org/document/7811278/
Development of Procedures to Assess Problem-Solving Competence in Computing Engineering,https://ieeexplore.ieee.org/document/7513434/
From Higher Education to Open Education: Challenges in the Transformation of an Online Traditional Course,https://ieeexplore.ieee.org/document/7582384/
The Underrepresentation of Women in Computing Fields: A Synthesis of Literature Using a Life Course Perspective,https://ieeexplore.ieee.org/document/7953503/
After the Workshop: A Case Study of Post-Workshop Implementation of Active Learning in an Electrical Engineering Course,https://ieeexplore.ieee.org/document/7480377/
PBL-SEE: An Authentic Assessment Model for PBL-Based Software Engineering Education,https://ieeexplore.ieee.org/document/7577777/
"All Roads Lead to Computing: Making, Participatory Simulations, and Social Computing as Pathways to Computer Science",https://ieeexplore.ieee.org/document/7765145/
An Interdisciplinary Practical for Multimedia Engineering Students,https://ieeexplore.ieee.org/document/7486121/
Imagine a community hopeful for the future,https://ieeexplore.ieee.org/document/8088112/
A Project-Based Cooperative Approach to Teaching Sustainable Energy Systems,https://ieeexplore.ieee.org/document/7820108/
Teaching Tool for a Control Systems Laboratory Using a Quadrotor as a Plant in MATLAB,https://ieeexplore.ieee.org/document/7836322/
Common Learning Objectives for Undergraduate Control Systems Laboratories,https://ieeexplore.ieee.org/document/7896572/
Empirical Analysis of the Use of the VISIR Remote Lab in Teaching Analog Electronics,https://ieeexplore.ieee.org/document/7582459/
Imagine a community hopeful for the future,https://ieeexplore.ieee.org/document/8000735/
Training Engineers for the Ambient Intelligence Challenge,https://ieeexplore.ieee.org/document/7582358/
Undergraduate Electronics Projects Based on the Design of an Optical Wireless Audio Transmission System,https://ieeexplore.ieee.org/document/7542562/
Introducing IEEE Collabratec,https://ieeexplore.ieee.org/document/8000720/
Setting the Pace: Experiments With Keller's PSI,https://ieeexplore.ieee.org/document/7553543/
Students’ Task Interpretation and Conceptual Understanding in an Electronics Laboratory,https://ieeexplore.ieee.org/document/7898859/
Introducing IEEE Collabratec,https://ieeexplore.ieee.org/document/8087856/
Personalizing Sample Databases With Facebook Information to Increase Intrinsic Motivation,https://ieeexplore.ieee.org/document/7498652/
Introducing IEEE Collabratec,https://ieeexplore.ieee.org/document/7839376/
An IoT and Wearable Technology Hackathon for Promoting Careers in Computer Science,https://ieeexplore.ieee.org/document/7755808/
Self-Efficacy as a Long-Term Outcome of a General Education Course on Digital Technologies,https://ieeexplore.ieee.org/document/7809094/
Micro- and Macroscale Ideas of Current Among Upper-Division Electrical Engineering Students,https://ieeexplore.ieee.org/document/7778210/
Using PBL to Improve Educational Outcomes and Student Satisfaction in the Teaching of DC/DC and DC/AC Converters,https://ieeexplore.ieee.org/document/7817795/
Evaluating the Effect of Program Visualization on Student Motivation,https://ieeexplore.ieee.org/document/7817884/
Personalized Assessment as a Means to Mitigate Plagiarism,https://ieeexplore.ieee.org/document/7577807/
A Three-Year Feedback Study of a Remote Laboratory Used in Control Engineering Studies,https://ieeexplore.ieee.org/document/7577834/
Socio-Cultural Challenges in Global Software Engineering Education,https://ieeexplore.ieee.org/document/7755765/
Virtual-Instrument-Based Online Monitoring System for Hands-On Laboratory Experiment of Partial Discharges,https://ieeexplore.ieee.org/document/7518621/
Innovative Mobile Robot Method: Improving the Learning of Programming Languages in Engineering Degrees,https://ieeexplore.ieee.org/document/7582486/
Computational Creativity Exercises: An Avenue for Promoting Learning in Computer Science,https://ieeexplore.ieee.org/document/7940091/
Preparing ICT Graduates for Real-World Challenges: Results of a Meta-Analysis,https://ieeexplore.ieee.org/document/7795180/
Guest Editorial Special Issue on Maker Learning in Computer Science and Engineering Education,https://ieeexplore.ieee.org/document/7839306/
Toward Modeling the Intrinsic Complexity of Test Problems,https://ieeexplore.ieee.org/document/7586116/
Blending Communities and Team-Based Learning in a Programming Course,https://ieeexplore.ieee.org/document/7967733/
Imagine a community hopeful for the future,https://ieeexplore.ieee.org/document/7839423/
The Effects of a Robot Game Environment on Computer Programming Education for Elementary School Students,https://ieeexplore.ieee.org/document/7742384/
Teaching Game Theory to Improve Adversarial Thinking in Cybersecurity Students,https://ieeexplore.ieee.org/document/7809088/
An Interactive Robotic Fish Exhibit for Designed Settings in Informal Science Learning,https://ieeexplore.ieee.org/document/7927730/
The Role of Gender in Students’ Ratings of Teaching Quality in Computer Science and Environmental Engineering,https://ieeexplore.ieee.org/document/7918606/
